#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath              | delivered(/fb) | recorded(/fb) |
| 302523:6182 | 09/09/17 07:29:07 | 54   | HLT_DiPFJetAve400_v10 | 0.000971791    | 0.000826790   |
| 302525:6182 | 09/09/17 07:58:46 | 702  | HLT_DiPFJetAve400_v10 | 0.011088572    | 0.010683656   |
| 302526:6182 | 09/09/17 13:00:58 | 582  | HLT_DiPFJetAve400_v10 | 0.009048265    | 0.008830552   |
| 302548:6185 | 09/10/17 01:59:07 | 81   | HLT_DiPFJetAve400_v10 | 0.001319956    | 0.001182677   |
| 302551:6185 | 09/10/17 02:41:42 | 6    | HLT_DiPFJetAve400_v10 | 0.001316382    | 0.000103949   |
| 302553:6185 | 09/10/17 02:50:55 | 187  | HLT_DiPFJetAve400_v10 | 0.002989187    | 0.002848988   |
| 302554:6185 | 09/10/17 04:05:18 | 3    | HLT_DiPFJetAve400_v10 | 0.000595511    | 0.000091438   |
| 302555:6185 | 09/10/17 04:09:27 | 11   | HLT_DiPFJetAve400_v10 | 0.000167389    | 0.000146893   |
| 302563:6186 | 09/10/17 07:12:18 | 7    | HLT_DiPFJetAve400_v10 | 0.000093705    | 0.000020005   |
| 302565:6186 | 09/10/17 07:21:03 | 3    | HLT_DiPFJetAve400_v10 | 0.000697430    | 0.000149416   |
| 302572:6186 | 09/10/17 08:51:54 | 281  | HLT_DiPFJetAve400_v10 | 0.004290192    | 0.004135792   |
| 302573:6186 | 09/10/17 10:44:44 | 1249 | HLT_DiPFJetAve400_v10 | 0.020133777    | 0.019679656   |
| 302596:6189 | 09/11/17 03:28:46 | 920  | HLT_DiPFJetAve400_v10 | 0.015109686    | 0.014615446   |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | HLT_DiPFJetAve400_v10 | 0.017367325    | 0.017023710   |
| 302634:6191 | 09/12/17 01:21:56 | 582  | HLT_DiPFJetAve400_v10 | 0.009431090    | 0.008953052   |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | HLT_DiPFJetAve400_v10 | 0.020443235    | 0.019893088   |
| 302651:6192 | 09/12/17 16:37:00 | 146  | HLT_DiPFJetAve400_v10 | 0.002559831    | 0.002310411   |
| 302654:6192 | 09/12/17 17:38:00 | 317  | HLT_DiPFJetAve400_v10 | 0.005046192    | 0.004920572   |
| 302661:6193 | 09/12/17 22:27:07 | 67   | HLT_DiPFJetAve400_v10 | 0.001089082    | 0.000728108   |
| 302663:6193 | 09/12/17 23:00:30 | 706  | HLT_DiPFJetAve400_v10 | 0.014852693    | 0.014479783   |
| 303825:6239 | 09/24/17 07:38:22 | 180  | HLT_DiPFJetAve400_v10 | 0.002881376    | 0.002826905   |
| 303832:6240 | 09/24/17 11:12:03 | 1857 | HLT_DiPFJetAve400_v10 | 0.029513911    | 0.028703773   |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | HLT_DiPFJetAve400_v10 | 0.031941260    | 0.030973983   |
| 303885:6243 | 09/25/17 19:09:18 | 1993 | HLT_DiPFJetAve400_v10 | 0.031537541    | 0.030433188   |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | HLT_DiPFJetAve400_v10 | 0.026323783    | 0.025344298   |
| 303998:6247 | 09/27/17 07:04:50 | 262  | HLT_DiPFJetAve400_v10 | 0.003940505    | 0.003625521   |
| 303999:6247 | 09/27/17 08:51:42 | 747  | HLT_DiPFJetAve400_v10 | 0.012658609    | 0.012167439   |
| 304000:6247 | 09/27/17 13:43:21 | 56   | HLT_DiPFJetAve400_v10 | 0.000834939    | 0.000818794   |
| 304062:6252 | 09/27/17 20:37:25 | 1961 | HLT_DiPFJetAve400_v10 | 0.032676655    | 0.031597323   |
| 304119:6253 | 09/28/17 12:28:48 | 72   | HLT_DiPFJetAve400_v10 | 0.000981336    | 0.000874881   |
| 304120:6253 | 09/28/17 13:00:38 | 252  | HLT_DiPFJetAve400_v10 | 0.003887191    | 0.003611542   |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | HLT_DiPFJetAve400_v10 | 0.029782140    | 0.029037536   |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | HLT_DiPFJetAve400_v10 | 0.042303555    | 0.040839814   |
| 304158:6258 | 09/30/17 06:34:02 | 1922 | HLT_DiPFJetAve400_v10 | 0.035737085    | 0.034628841   |
| 304169:6259 | 09/30/17 22:12:01 | 1666 | HLT_DiPFJetAve400_v10 | 0.037674375    | 0.036548008   |
| 304170:6259 | 10/01/17 09:08:28 | 620  | HLT_DiPFJetAve400_v10 | 0.025692286    | 0.025208771   |
| 304199:6261 | 10/01/17 18:52:32 | 5    | HLT_DiPFJetAve400_v10 | 0.000075064    | 0.000002811   |
| 304200:6261 | 10/01/17 18:55:56 | 321  | HLT_DiPFJetAve400_v10 | 0.005314360    | 0.005046431   |
| 304204:6262 | 10/01/17 23:41:28 | 553  | HLT_DiPFJetAve400_v10 | 0.008599107    | 0.008097675   |
| 304209:6263 | 10/02/17 05:33:50 | 405  | HLT_DiPFJetAve400_v10 | 0.006296469    | 0.005805039   |
| 304291:6266 | 10/02/17 17:40:12 | 22   | HLT_DiPFJetAve400_v10 | 0.000242514    | 0.000140532   |
| 304292:6266 | 10/02/17 17:51:42 | 1753 | HLT_DiPFJetAve400_v10 | 0.027242941    | 0.026005688   |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | HLT_DiPFJetAve400_v10 | 0.024436150    | 0.023515516   |
| 304354:6269 | 10/04/17 03:17:59 | 214  | HLT_DiPFJetAve400_v10 | 0.002782613    | 0.002625174   |
| 304366:6271 | 10/04/17 09:20:21 | 1819 | HLT_DiPFJetAve400_v10 | 0.028161814    | 0.027167529   |
| 304446:6272 | 10/05/17 00:46:48 | 55   | HLT_DiPFJetAve400_v10 | 0.000750576    | 0.000645797   |
| 304447:6272 | 10/05/17 01:17:36 | 1639 | HLT_DiPFJetAve400_v10 | 0.027897473    | 0.026740513   |
| 304451:6272 | 10/05/17 12:15:05 | 54   | HLT_DiPFJetAve400_v10 | 0.001124895    | 0.001059384   |
| 304505:6275 | 10/05/17 18:53:15 | 26   | HLT_DiPFJetAve400_v10 | 0.000352240    | 0.000296600   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | HLT_DiPFJetAve400_v10 | 0.004793281    | 0.004597532   |
| 304507:6275 | 10/05/17 21:32:15 | 235  | HLT_DiPFJetAve400_v10 | 0.003250833    | 0.002375427   |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | HLT_DiPFJetAve400_v10 | 0.021676235    | 0.021131873   |
| 304562:6276 | 10/06/17 12:30:33 | 794  | HLT_DiPFJetAve400_v10 | 0.016970155    | 0.015731105   |
| 304616:6278 | 10/06/17 22:15:30 | 942  | HLT_DiPFJetAve400_v10 | 0.014323053    | 0.013577518   |
| 304625:6279 | 10/07/17 07:35:53 | 462  | HLT_DiPFJetAve400_v10 | 0.006111113    | 0.005379934   |
| 304626:6279 | 10/07/17 10:38:44 | 8    | HLT_DiPFJetAve400_v10 | 0.000105491    | 0.000096495   |
| 304654:6283 | 10/08/17 01:25:39 | 645  | HLT_DiPFJetAve400_v10 | 0.008806985    | 0.007344133   |
| 304655:6283 | 10/08/17 05:39:51 | 1194 | HLT_DiPFJetAve400_v10 | 0.019951014    | 0.019240852   |
| 304661:6284 | 10/08/17 15:49:49 | 142  | HLT_DiPFJetAve400_v10 | 0.001886717    | 0.001775528   |
| 304662:6284 | 10/08/17 17:02:49 | 147  | HLT_DiPFJetAve400_v10 | 0.001858606    | 0.001707461   |
| 304663:6284 | 10/08/17 18:03:25 | 689  | HLT_DiPFJetAve400_v10 | 0.011243049    | 0.010761834   |
| 304671:6285 | 10/09/17 00:42:58 | 1139 | HLT_DiPFJetAve400_v10 | 0.017453979    | 0.016574685   |
| 304672:6285 | 10/09/17 08:09:10 | 60   | HLT_DiPFJetAve400_v10 | 0.000957968    | 0.000935997   |
| 304737:6287 | 10/09/17 19:53:10 | 75   | HLT_DiPFJetAve400_v10 | 0.001009066    | 0.000939033   |
| 304738:6287 | 10/09/17 20:24:42 | 1677 | HLT_DiPFJetAve400_v10 | 0.027189299    | 0.026171941   |
| 304739:6287 | 10/10/17 07:20:18 | 11   | HLT_DiPFJetAve400_v10 | 0.000247150    | 0.000221565   |
| 304740:6287 | 10/10/17 07:25:27 | 278  | HLT_DiPFJetAve400_v10 | 0.005829856    | 0.005693167   |
| 304776:6288 | 10/10/17 12:08:18 | 41   | HLT_DiPFJetAve400_v10 | 0.000543736    | 0.000360527   |
| 304777:6288 | 10/10/17 12:27:41 | 497  | HLT_DiPFJetAve400_v10 | 0.006469224    | 0.006160541   |
| 304778:6288 | 10/10/17 15:47:07 | 1297 | HLT_DiPFJetAve400_v10 | 0.021508041    | 0.020924227   |
| 304797:6291 | 10/11/17 07:04:09 | 2910 | HLT_DiPFJetAve400_v10 | 0.047083711    | 0.045601329   |
| 305044:6297 | 10/13/17 21:00:45 | 218  | HLT_DiPFJetAve400_v10 | 0.002923666    | 0.002742699   |
| 305045:6297 | 10/13/17 23:11:07 | 873  | HLT_DiPFJetAve400_v10 | 0.017970296    | 0.017202027   |
| 305046:6297 | 10/14/17 04:51:45 | 683  | HLT_DiPFJetAve400_v10 | 0.013870647    | 0.013512394   |
| 305059:6298 | 10/14/17 11:45:00 | 510  | HLT_DiPFJetAve400_v10 | 0.006650546    | 0.006073904   |
| 305062:6298 | 10/14/17 15:13:17 | 5    | HLT_DiPFJetAve400_v10 | 0.001683915    | 0.001305638   |
| 305063:6298 | 10/14/17 15:18:15 | 35   | HLT_DiPFJetAve400_v10 | 0.000450385    | 0.000372233   |
| 305064:6298 | 10/14/17 15:34:27 | 2045 | HLT_DiPFJetAve400_v10 | 0.033065795    | 0.032172872   |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | HLT_DiPFJetAve400_v10 | 0.015497074    | 0.014635192   |
| 305112:6303 | 10/15/17 23:07:00 | 1455 | HLT_DiPFJetAve400_v10 | 0.022858298    | 0.021888222   |
| 305113:6303 | 10/16/17 08:40:46 | 59   | HLT_DiPFJetAve400_v10 | 0.000877133    | 0.000840827   |
| 305114:6303 | 10/16/17 09:05:22 | 526  | HLT_DiPFJetAve400_v10 | 0.008593655    | 0.008384687   |
| 305178:6304 | 10/16/17 17:19:50 | 53   | HLT_DiPFJetAve400_v10 | 0.000710235    | 0.000660833   |
| 305179:6304 | 10/16/17 17:41:42 | 17   | HLT_DiPFJetAve400_v10 | 0.000227835    | 0.000148327   |
| 305180:6304 | 10/16/17 17:50:42 | 5    | HLT_DiPFJetAve400_v10 | 0.001728826    | 0.000554954   |
| 305181:6304 | 10/16/17 17:55:03 | 7    | HLT_DiPFJetAve400_v10 | 0.002465674    | 0.000585574   |
| 305182:6304 | 10/16/17 18:00:34 | 5    | HLT_DiPFJetAve400_v10 | 0.001738958    | 0.000951367   |
| 305183:6304 | 10/16/17 18:04:56 | 232  | HLT_DiPFJetAve400_v10 | 0.003102322    | 0.002973839   |
| 305184:6304 | 10/16/17 19:50:14 | 8    | HLT_DiPFJetAve400_v10 | 0.002747195    | 0.000103732   |
| 305186:6304 | 10/16/17 19:58:49 | 415  | HLT_DiPFJetAve400_v10 | 0.005681123    | 0.005430649   |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | HLT_DiPFJetAve400_v10 | 0.041851220    | 0.040588269   |
| 305202:6305 | 10/17/17 08:18:29 | 648  | HLT_DiPFJetAve400_v10 | 0.008655688    | 0.008154264   |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | HLT_DiPFJetAve400_v10 | 0.019762548    | 0.019157178   |
| 305207:6306 | 10/17/17 23:34:03 | 1026 | HLT_DiPFJetAve400_v10 | 0.014425486    | 0.013837541   |
| 305208:6306 | 10/18/17 06:15:41 | 372  | HLT_DiPFJetAve400_v10 | 0.006661889    | 0.006388926   |
| 305234:6307 | 10/18/17 11:00:15 | 46   | HLT_DiPFJetAve400_v10 | 0.000656617    | 0.000515437   |
| 305236:6307 | 10/18/17 11:28:42 | 23   | HLT_DiPFJetAve400_v10 | 0.000333395    | 0.000270286   |
| 305237:6307 | 10/18/17 11:42:18 | 1146 | HLT_DiPFJetAve400_v10 | 0.018403813    | 0.017592622   |
| 305247:6308 | 10/18/17 23:58:28 | 375  | HLT_DiPFJetAve400_v10 | 0.005446267    | 0.005100746   |
| 305248:6308 | 10/19/17 02:26:29 | 952  | HLT_DiPFJetAve400_v10 | 0.015282986    | 0.014505127   |
| 305252:6308 | 10/19/17 09:09:00 | 548  | HLT_DiPFJetAve400_v10 | 0.008815362    | 0.008612055   |
| 305282:6309 | 10/19/17 15:28:19 | 133  | HLT_DiPFJetAve400_v10 | 0.001920286    | 0.001834897   |
| 305310:6311 | 10/19/17 20:28:01 | 389  | HLT_DiPFJetAve400_v10 | 0.005641538    | 0.005307684   |
| 305311:6311 | 10/19/17 23:03:23 | 153  | HLT_DiPFJetAve400_v10 | 0.002115024    | 0.001974443   |
| 305312:6311 | 10/20/17 00:05:08 | 227  | HLT_DiPFJetAve400_v10 | 0.003404937    | 0.003205620   |
| 305313:6311 | 10/20/17 01:35:47 | 739  | HLT_DiPFJetAve400_v10 | 0.012516144    | 0.011950424   |
| 305314:6311 | 10/20/17 06:25:45 | 404  | HLT_DiPFJetAve400_v10 | 0.006940921    | 0.006762395   |
| 305336:6312 | 10/20/17 12:11:09 | 206  | HLT_DiPFJetAve400_v10 | 0.002734556    | 0.002546265   |
| 305338:6312 | 10/20/17 13:32:38 | 103  | HLT_DiPFJetAve400_v10 | 0.001359590    | 0.001273530   |
| 305341:6312 | 10/20/17 14:14:05 | 500  | HLT_DiPFJetAve400_v10 | 0.006641179    | 0.006308188   |
| 305349:6312 | 10/20/17 17:29:36 | 30   | HLT_DiPFJetAve400_v10 | 0.000459340    | 0.000215603   |
| 305350:6312 | 10/20/17 17:43:01 | 15   | HLT_DiPFJetAve400_v10 | 0.000254041    | 0.000238757   |
| 305351:6312 | 10/20/17 17:51:38 | 868  | HLT_DiPFJetAve400_v10 | 0.014939676    | 0.014426458   |
| 305358:6313 | 10/21/17 02:01:05 | 158  | HLT_DiPFJetAve400_v10 | 0.002122745    | 0.001907455   |
| 305364:6314 | 10/21/17 05:43:21 | 94   | HLT_DiPFJetAve400_v10 | 0.001250051    | 0.001169784   |
| 305365:6314 | 10/21/17 06:21:12 | 825  | HLT_DiPFJetAve400_v10 | 0.011412259    | 0.010841691   |
| 305366:6314 | 10/21/17 11:46:55 | 1239 | HLT_DiPFJetAve400_v10 | 0.021766787    | 0.021139386   |
| 305376:6315 | 10/22/17 00:11:09 | 98   | HLT_DiPFJetAve400_v10 | 0.001316155    | 0.001256568   |
| 305377:6315 | 10/22/17 01:10:10 | 1514 | HLT_DiPFJetAve400_v10 | 0.024341294    | 0.023330980   |
| 305405:6317 | 10/22/17 18:15:49 | 494  | HLT_DiPFJetAve400_v10 | 0.010007761    | 0.009428684   |
| 305406:6317 | 10/22/17 21:45:00 | 1458 | HLT_DiPFJetAve400_v10 | 0.027401875    | 0.026420905   |
| 305440:6318 | 10/23/17 10:50:33 | 266  | HLT_DiPFJetAve400_v10 | 0.005435002    | 0.004897255   |
| 305441:6318 | 10/23/17 12:36:13 | 121  | HLT_DiPFJetAve400_v10 | 0.002240316    | 0.002153834   |
| 305516:6323 | 10/23/17 23:42:58 | 552  | HLT_DiPFJetAve400_v10 | 0.011350119    | 0.010405555   |
| 305517:6323 | 10/24/17 03:42:14 | 163  | HLT_DiPFJetAve400_v10 | 0.003267903    | 0.002221346   |
| 305518:6323 | 10/24/17 04:48:59 | 1134 | HLT_DiPFJetAve400_v10 | 0.020861284    | 0.020098336   |
| 305586:6324 | 10/24/17 17:46:56 | 531  | HLT_DiPFJetAve400_v10 | 0.010686659    | 0.010102164   |
| 305589:6324 | 10/24/17 22:47:21 | 691  | HLT_DiPFJetAve400_v10 | 0.013175915    | 0.012610175   |
| 305590:6324 | 10/25/17 03:17:26 | 1004 | HLT_DiPFJetAve400_v10 | 0.018585248    | 0.018115934   |
| 305636:6325 | 10/25/17 13:27:50 | 2326 | HLT_DiPFJetAve400_v10 | 0.044160826    | 0.042419456   |
| 305766:6337 | 10/27/17 04:37:33 | 847  | HLT_DiPFJetAve400_v10 | 0.016885325    | 0.016086322   |
| 305809:6341 | 10/27/17 23:20:38 | 142  | HLT_DiPFJetAve400_v10 | 0.002875296    | 0.002703085   |
| 305814:6343 | 10/28/17 06:17:08 | 1823 | HLT_DiPFJetAve400_v10 | 0.035769584    | 0.034190573   |
| 305821:6344 | 10/28/17 20:29:22 | 772  | HLT_DiPFJetAve400_v10 | 0.015449242    | 0.014559505   |
| 305832:6346 | 10/29/17 11:22:50 | 180  | HLT_DiPFJetAve400_v10 | 0.003691737    | 0.003413016   |
| 305840:6346 | 10/29/17 15:39:01 | 1141 | HLT_DiPFJetAve400_v10 | 0.021331605    | 0.020463524   |
| 305842:6346 | 10/29/17 23:07:26 | 862  | HLT_DiPFJetAve400_v10 | 0.016005354    | 0.015598762   |
| 305862:6347 | 10/30/17 11:28:42 | 625  | HLT_DiPFJetAve400_v10 | 0.012593355    | 0.011970437   |
| 305898:6348 | 10/30/17 20:22:11 | 711  | HLT_DiPFJetAve400_v10 | 0.014399578    | 0.013776456   |
| 305902:6349 | 10/31/17 04:27:05 | 469  | HLT_DiPFJetAve400_v10 | 0.009512282    | 0.009079109   |
| 305967:6351 | 10/31/17 16:08:26 | 32   | HLT_DiPFJetAve400_v10 | 0.000654366    | 0.000618107   |
| 306029:6355 | 11/01/17 18:28:41 | 32   | HLT_DiPFJetAve400_v11 | 0.000656115    | 0.000538661   |
| 306030:6355 | 11/01/17 18:42:20 | 110  | HLT_DiPFJetAve400_v11 | 0.002256524    | 0.002056919   |
| 306036:6356 | 11/01/17 22:43:47 | 4    | HLT_DiPFJetAve400_v11 | 0.000082119    | 0.000004286   |
| 306037:6356 | 11/01/17 22:46:26 | 44   | HLT_DiPFJetAve400_v11 | 0.000904164    | 0.000718052   |
| 306038:6356 | 11/01/17 23:06:46 | 138  | HLT_DiPFJetAve400_v11 | 0.002833340    | 0.002597771   |
| 306041:6356 | 11/02/17 00:07:18 | 320  | HLT_DiPFJetAve400_v11 | 0.006351757    | 0.005906622   |
| 306042:6356 | 11/02/17 02:14:22 | 365  | HLT_DiPFJetAve400_v11 | 0.007267032    | 0.006860416   |
| 306048:6356 | 11/02/17 04:39:06 | 136  | HLT_DiPFJetAve400_v11 | 0.002651141    | 0.002464355   |
| 306049:6356 | 11/02/17 05:33:33 | 358  | HLT_DiPFJetAve400_v11 | 0.006563360    | 0.006265828   |
| 306051:6356 | 11/02/17 08:00:13 | 415  | HLT_DiPFJetAve400_v11 | 0.007352154    | 0.007146957   |
| 306091:6358 | 11/02/17 18:43:55 | 198  | HLT_DiPFJetAve400_v11 | 0.003915561    | 0.003623140   |
| 306092:6358 | 11/02/17 20:04:27 | 972  | HLT_DiPFJetAve400_v11 | 0.018046461    | 0.016882195   |
| 306095:6358 | 11/03/17 02:42:56 | 300  | HLT_DiPFJetAve400_v11 | 0.005484142    | 0.005342142   |
| 306121:6360 | 11/03/17 13:15:57 | 91   | HLT_DiPFJetAve400_v11 | 0.001868166    | 0.001686502   |
| 306122:6360 | 11/03/17 13:53:17 | 127  | HLT_DiPFJetAve400_v11 | 0.002608064    | 0.002390358   |
| 306125:6360 | 11/03/17 14:46:12 | 2964 | HLT_DiPFJetAve400_v11 | 0.055590252    | 0.053834246   |
| 306126:6360 | 11/04/17 10:14:24 | 497  | HLT_DiPFJetAve400_v11 | 0.008876916    | 0.008689283   |
| 306134:6362 | 11/04/17 17:39:47 | 24   | HLT_DiPFJetAve400_v11 | 0.000492676    | 0.000409251   |
| 306135:6362 | 11/04/17 17:52:01 | 1095 | HLT_DiPFJetAve400_v11 | 0.022028395    | 0.020773784   |
| 306138:6362 | 11/05/17 01:32:21 | 1298 | HLT_DiPFJetAve400_v11 | 0.024004678    | 0.023275763   |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | HLT_DiPFJetAve400_v11 | 0.024906457    | 0.024450543   |
| 306153:6364 | 11/06/17 02:35:56 | 83   | HLT_DiPFJetAve400_v11 | 0.001702757    | 0.001555023   |
| 306154:6364 | 11/06/17 03:10:19 | 1213 | HLT_DiPFJetAve400_v11 | 0.024256892    | 0.022455464   |
| 306155:6364 | 11/06/17 11:12:05 | 1440 | HLT_DiPFJetAve400_v11 | 0.026829475    | 0.026152860   |
| 306169:6364 | 11/06/17 21:43:34 | 735  | HLT_DiPFJetAve400_v11 | 0.016643251    | 0.016135816   |
| 306170:6364 | 11/07/17 02:33:04 | 15   | HLT_DiPFJetAve400_v11 | 0.000404098    | 0.000378418   |
| 306171:6364 | 11/07/17 02:41:35 | 503  | HLT_DiPFJetAve400_v11 | 0.011915921    | 0.011720969   |
| 306418:6370 | 11/09/17 02:11:31 | 66   | HLT_DiPFJetAve400_v12 | 0.001351370    | 0.001222278   |
| 306419:6370 | 11/09/17 02:41:06 | 58   | HLT_DiPFJetAve400_v12 | 0.001184466    | 0.001083742   |
| 306420:6370 | 11/09/17 03:06:38 | 108  | HLT_DiPFJetAve400_v12 | 0.002191779    | 0.002013007   |
| 306422:6370 | 11/09/17 04:30:37 | 115  | HLT_DiPFJetAve400_v12 | 0.002297700    | 0.002167794   |
| 306423:6370 | 11/09/17 05:16:28 | 323  | HLT_DiPFJetAve400_v12 | 0.006313249    | 0.005965021   |
| 306432:6370 | 11/09/17 08:44:06 | 339  | HLT_DiPFJetAve400_v12 | 0.003610167    | 0.003522559   |
| 306454:6371 | 11/09/17 14:18:49 | 85   | HLT_DiPFJetAve400_v12 | 0.001734952    | 0.001579494   |
| 306455:6371 | 11/09/17 14:53:13 | 6    | HLT_DiPFJetAve400_v12 | 0.002099691    | 0.001621957   |
| 306456:6371 | 11/09/17 14:58:09 | 783  | HLT_DiPFJetAve400_v12 | 0.015456537    | 0.014785921   |
| 306457:6371 | 11/09/17 20:03:47 | 28   | HLT_DiPFJetAve400_v12 | 0.000515625    | 0.000477616   |
| 306458:6371 | 11/09/17 20:15:39 | 221  | HLT_DiPFJetAve400_v12 | 0.004138788    | 0.003981557   |
| 306459:6371 | 11/09/17 22:00:10 | 2273 | HLT_DiPFJetAve400_v12 | 0.044933832    | 0.043939048   |
| 306460:6371 | 11/10/17 12:48:13 | 64   | HLT_DiPFJetAve400_v12 | 0.001288800    | 0.001240867   |
| 302026:6147 | 08/30/17 06:49:09 | 30   | HLT_DiPFJetAve400_v9  | 0.000402104    | 0.000357838   |
| 302029:6147 | 08/30/17 07:16:38 | 92   | HLT_DiPFJetAve400_v9  | 0.001431831    | 0.001175503   |
| 302031:6147 | 08/30/17 08:08:29 | 814  | HLT_DiPFJetAve400_v9  | 0.012986880    | 0.012441545   |
| 302033:6147 | 08/30/17 13:34:23 | 41   | HLT_DiPFJetAve400_v9  | 0.000796095    | 0.000733356   |
| 302034:6147 | 08/30/17 13:54:42 | 12   | HLT_DiPFJetAve400_v9  | 0.000231294    | 0.000069078   |
| 302037:6147 | 08/30/17 14:25:38 | 2    | HLT_DiPFJetAve400_v9  | 0.000037441    | 0.000008634   |
| 302038:6147 | 08/30/17 14:31:57 | 1    | HLT_DiPFJetAve400_v9  | 0.000018587    | 0.000001283   |
| 302040:6147 | 08/30/17 14:35:43 | 168  | HLT_DiPFJetAve400_v9  | 0.003061771    | 0.002993549   |
| 302041:6147 | 08/30/17 15:44:00 | 65   | HLT_DiPFJetAve400_v9  | 0.001129683    | 0.001105448   |
| 302042:6147 | 08/30/17 16:12:11 | 516  | HLT_DiPFJetAve400_v9  | 0.008023708    | 0.007854798   |
| 302043:6147 | 08/30/17 19:35:17 | 228  | HLT_DiPFJetAve400_v9  | 0.003414628    | 0.003347629   |
| 302131:6152 | 08/31/17 12:32:49 | 873  | HLT_DiPFJetAve400_v9  | 0.014595881    | 0.014280293   |
| 302159:6155 | 09/01/17 00:37:45 | 108  | HLT_DiPFJetAve400_v9  | 0.001699134    | 0.001607661   |
| 302163:6156 | 09/01/17 03:33:23 | 1189 | HLT_DiPFJetAve400_v9  | 0.018956725    | 0.018322144   |
| 302165:6156 | 09/01/17 11:25:29 | 80   | HLT_DiPFJetAve400_v9  | 0.001034216    | 0.000984284   |
| 302166:6156 | 09/01/17 11:58:48 | 16   | HLT_DiPFJetAve400_v9  | 0.000220483    | 0.000216974   |
| 302225:6158 | 09/01/17 18:41:42 | 868  | HLT_DiPFJetAve400_v9  | 0.013613590    | 0.013314846   |
| 302228:6159 | 09/02/17 03:31:11 | 234  | HLT_DiPFJetAve400_v9  | 0.003918315    | 0.003771817   |
| 302229:6159 | 09/02/17 05:05:33 | 457  | HLT_DiPFJetAve400_v9  | 0.006921159    | 0.006757079   |
| 302240:6160 | 09/02/17 10:53:49 | 960  | HLT_DiPFJetAve400_v9  | 0.015870146    | 0.015536134   |
| 302262:6161 | 09/03/17 03:32:01 | 428  | HLT_DiPFJetAve400_v9  | 0.006858535    | 0.006606994   |
| 302263:6161 | 09/03/17 06:21:33 | 1250 | HLT_DiPFJetAve400_v9  | 0.020648245    | 0.020220518   |
| 302277:6165 | 09/03/17 22:44:53 | 372  | HLT_DiPFJetAve400_v9  | 0.005536541    | 0.005376111   |
| 302279:6165 | 09/04/17 07:35:57 | 70   | HLT_DiPFJetAve400_v9  | 0.001653328    | 0.001541509   |
| 302280:6165 | 09/04/17 08:06:51 | 152  | HLT_DiPFJetAve400_v9  | 0.004269600    | 0.004203798   |
| 302322:6167 | 09/04/17 17:43:03 | 838  | HLT_DiPFJetAve400_v9  | 0.013754072    | 0.013421093   |
| 302328:6168 | 09/05/17 01:49:04 | 681  | HLT_DiPFJetAve400_v9  | 0.010756506    | 0.010456235   |
| 302337:6169 | 09/05/17 09:16:54 | 127  | HLT_DiPFJetAve400_v9  | 0.001844599    | 0.001709331   |
| 302342:6169 | 09/05/17 10:22:40 | 54   | HLT_DiPFJetAve400_v9  | 0.000916699    | 0.000693323   |
| 302343:6169 | 09/05/17 10:52:16 | 97   | HLT_DiPFJetAve400_v9  | 0.001587120    | 0.001531824   |
| 302344:6169 | 09/05/17 11:33:14 | 480  | HLT_DiPFJetAve400_v9  | 0.007048122    | 0.006879812   |
| 302350:6169 | 09/05/17 15:02:18 | 136  | HLT_DiPFJetAve400_v9  | 0.002393294    | 0.002356142   |
| 302388:6170 | 09/05/17 18:47:02 | 685  | HLT_DiPFJetAve400_v9  | 0.010586504    | 0.010244257   |
| 302392:6171 | 09/06/17 01:57:37 | 355  | HLT_DiPFJetAve400_v9  | 0.006084520    | 0.005762448   |
| 302393:6171 | 09/06/17 04:19:09 | 887  | HLT_DiPFJetAve400_v9  | 0.013907857    | 0.013617483   |
| 302448:6174 | 09/06/17 20:48:45 | 1898 | HLT_DiPFJetAve400_v9  | 0.031111460    | 0.030375969   |
| 302472:6175 | 09/07/17 11:26:58 | 781  | HLT_DiPFJetAve400_v9  | 0.012388351    | 0.011903737   |
| 302473:6175 | 09/07/17 16:32:57 | 368  | HLT_DiPFJetAve400_v9  | 0.006203831    | 0.006039173   |
| 302474:6175 | 09/07/17 19:17:17 | 305  | HLT_DiPFJetAve400_v9  | 0.004552915    | 0.004341327   |
| 302475:6175 | 09/07/17 21:17:58 | 2    | HLT_DiPFJetAve400_v9  | 0.000283688    | 0.000099576   |
| 302476:6175 | 09/07/17 21:22:33 | 259  | HLT_DiPFJetAve400_v9  | 0.004449094    | 0.004338901   |
| 302479:6176 | 09/08/17 01:19:43 | 309  | HLT_DiPFJetAve400_v9  | 0.005357629    | 0.005116624   |
