#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath              | delivered(/fb) | recorded(/fb) |
| 305967:6351 | 10/31/17 16:08:26 | 32   | HLT_DiPFJetAve80_v9  | 0.000000503    | 0.000000475   |
+-------------+-------------------+------+----------------------+----------------+---------------+
#Summary: 
+----------------------+-------+------+-------+-------------------+------------------+
| hltpath              | nfill | nrun | ncms  | totdelivered(/fb) | totrecorded(/fb) |
+----------------------+-------+------+-------+-------------------+------------------+
| HLT_DiPFJetAve80_v10 | 6     | 27   | 14589 | 0.000225413       | 0.000215909      |
| HLT_DiPFJetAve80_v11 | 2     | 13   | 4469  | 0.000067988       | 0.000065341      |
| HLT_DiPFJetAve80_v8  | 18    | 47   | 19043 | 0.000589979       | 0.000408749      |
| HLT_DiPFJetAve80_v9  | 67    | 144  | 90815 | 0.001344536       | 0.001279397      |
+----------------------+-------+------+-------+-------------------+------------------+
#Sum delivered : 0.002227916
#Sum recorded : 0.001969395

#Check JSON:
#(run,ls) in json but not in results: [(306454, 98), (306454, 99), (306454, 100), (306454, 101), (306455, 7), (306455, 8), (306455, 9), (306455, 10), (306455, 11), (306456, 785), (306456, 786), (306456, 787), (306457, 29), (306457, 30), (306457, 31), (306458, 265), (306458, 266), (306458, 267), (306458, 268), (306459, 2275), (306460, 65), (306460, 66), (306460, 67), (306460, 68), (306460, 69), (306460, 70), (306460, 71), (306460, 72), (306460, 73)]
#Data tag : 19v3 , Norm tag: composite
+-------------+-------------------+------+-----------------------+----------------+---------------+
| run:fill    | time              | ncms | hltpath               | delivered(/fb) | recorded(/fb) |
+-------------+-------------------+------+-----------------------+----------------+---------------+
| 306029:6355 | 11/01/17 18:28:41 | 32   | HLT_DiPFJetAve140_v10 | 0.000007436    | 0.000006105   |
| 306030:6355 | 11/01/17 18:42:20 | 110  | HLT_DiPFJetAve140_v10 | 0.000025574    | 0.000023312   |
| 306036:6356 | 11/01/17 22:43:47 | 4    | HLT_DiPFJetAve140_v10 | 0.000000931    | 0.000000049   |
| 306037:6356 | 11/01/17 22:46:26 | 44   | HLT_DiPFJetAve140_v10 | 0.000010247    | 0.000008138   |
| 306038:6356 | 11/01/17 23:06:46 | 138  | HLT_DiPFJetAve140_v10 | 0.000032111    | 0.000029441   |
| 306041:6356 | 11/02/17 00:07:18 | 320  | HLT_DiPFJetAve140_v10 | 0.000069853    | 0.000065034   |
| 306042:6356 | 11/02/17 02:14:22 | 365  | HLT_DiPFJetAve140_v10 | 0.000060096    | 0.000056612   |
| 306048:6356 | 11/02/17 04:39:06 | 136  | HLT_DiPFJetAve140_v10 | 0.000027794    | 0.000025836   |
| 306049:6356 | 11/02/17 05:33:33 | 358  | HLT_DiPFJetAve140_v10 | 0.000052786    | 0.000050394   |
| 306051:6356 | 11/02/17 08:00:13 | 415  | HLT_DiPFJetAve140_v10 | 0.000060546    | 0.000058853   |
| 306091:6358 | 11/02/17 18:43:55 | 198  | HLT_DiPFJetAve140_v10 | 0.000039098    | 0.000036479   |
| 306092:6358 | 11/02/17 20:04:27 | 972  | HLT_DiPFJetAve140_v10 | 0.000151348    | 0.000141583   |
| 306095:6358 | 11/03/17 02:42:56 | 300  | HLT_DiPFJetAve140_v10 | 0.000045581    | 0.000044401   |
| 306121:6360 | 11/03/17 13:15:57 | 91   | HLT_DiPFJetAve140_v10 | 0.000021173    | 0.000019114   |
| 306122:6360 | 11/03/17 13:53:17 | 127  | HLT_DiPFJetAve140_v10 | 0.000029558    | 0.000027091   |
| 306125:6360 | 11/03/17 14:46:12 | 2964 | HLT_DiPFJetAve140_v10 | 0.000492708    | 0.000476948   |
| 306126:6360 | 11/04/17 10:14:24 | 497  | HLT_DiPFJetAve140_v10 | 0.000080211    | 0.000078513   |
| 306134:6362 | 11/04/17 17:39:47 | 24   | HLT_DiPFJetAve140_v10 | 0.000005584    | 0.000004638   |
| 306135:6362 | 11/04/17 17:52:01 | 1095 | HLT_DiPFJetAve140_v10 | 0.000221313    | 0.000208953   |
| 306138:6362 | 11/05/17 01:32:21 | 1298 | HLT_DiPFJetAve140_v10 | 0.000200268    | 0.000194190   |
| 306139:6362 | 11/05/17 10:17:58 | 1112 | HLT_DiPFJetAve140_v10 | 0.000222635    | 0.000218567   |
| 306153:6364 | 11/06/17 02:35:56 | 83   | HLT_DiPFJetAve140_v10 | 0.000019298    | 0.000017624   |
| 306154:6364 | 11/06/17 03:10:19 | 1213 | HLT_DiPFJetAve140_v10 | 0.000227150    | 0.000209509   |
| 306155:6364 | 11/06/17 11:12:05 | 1440 | HLT_DiPFJetAve140_v10 | 0.000225661    | 0.000220001   |
| 306169:6364 | 11/06/17 21:43:34 | 735  | HLT_DiPFJetAve140_v10 | 0.000148880    | 0.000144332   |
| 306170:6364 | 11/07/17 02:33:04 | 15   | HLT_DiPFJetAve140_v10 | 0.000003674    | 0.000003440   |
| 306171:6364 | 11/07/17 02:41:35 | 503  | HLT_DiPFJetAve140_v10 | 0.000108422    | 0.000106645   |
| 306418:6370 | 11/09/17 02:11:31 | 66   | HLT_DiPFJetAve140_v11 | 0.000015316    | 0.000013852   |
| 306419:6370 | 11/09/17 02:41:06 | 58   | HLT_DiPFJetAve140_v11 | 0.000013424    | 0.000012282   |
| 306420:6370 | 11/09/17 03:06:38 | 108  | HLT_DiPFJetAve140_v11 | 0.000024840    | 0.000022814   |
| 306422:6370 | 11/09/17 04:30:37 | 115  | HLT_DiPFJetAve140_v11 | 0.000015318    | 0.000014452   |
| 306423:6370 | 11/09/17 05:16:28 | 323  | HLT_DiPFJetAve140_v11 | 0.000054824    | 0.000051776   |
| 306432:6370 | 11/09/17 08:44:06 | 339  | HLT_DiPFJetAve140_v11 | 0.000029973    | 0.000029263   |
| 306454:6371 | 11/09/17 14:18:49 | 85   | HLT_DiPFJetAve140_v11 | 0.000019663    | 0.000017901   |
| 306455:6371 | 11/09/17 14:53:13 | 6    | HLT_DiPFJetAve140_v11 | 0.000001400    | 0.000001081   |
| 306456:6371 | 11/09/17 14:58:09 | 783  | HLT_DiPFJetAve140_v11 | 0.000157374    | 0.000150580   |
| 306457:6371 | 11/09/17 20:03:47 | 28   | HLT_DiPFJetAve140_v11 | 0.000004688    | 0.000004342   |
| 306458:6371 | 11/09/17 20:15:39 | 221  | HLT_DiPFJetAve140_v11 | 0.000041811    | 0.000040226   |
| 306459:6371 | 11/09/17 22:00:10 | 2273 | HLT_DiPFJetAve140_v11 | 0.000385868    | 0.000377355   |
| 306460:6371 | 11/10/17 12:48:13 | 64   | HLT_DiPFJetAve140_v11 | 0.000011716    | 0.000011281   |
| 302026:6147 | 08/30/17 06:49:09 | 30   | HLT_DiPFJetAve140_v8  | 0.000003485    | 0.000003101   |
| 302029:6147 | 08/30/17 07:16:38 | 92   | HLT_DiPFJetAve140_v8  | 0.000012409    | 0.000010188   |
| 302031:6147 | 08/30/17 08:08:29 | 814  | HLT_DiPFJetAve140_v8  | 0.000119400    | 0.000114388   |
| 302033:6147 | 08/30/17 13:34:23 | 41   | HLT_DiPFJetAve140_v8  | 0.000008064    | 0.000007428   |
| 302034:6147 | 08/30/17 13:54:42 | 12   | HLT_DiPFJetAve140_v8  | 0.000002346    | 0.000000701   |
| 302037:6147 | 08/30/17 14:25:38 | 2    | HLT_DiPFJetAve140_v8  | 0.000000380    | 0.000000088   |
| 302038:6147 | 08/30/17 14:31:57 | 1    | HLT_DiPFJetAve140_v8  | 0.000000189    | 0.000000013   |
| 302040:6147 | 08/30/17 14:35:43 | 168  | HLT_DiPFJetAve140_v8  | 0.000031061    | 0.000030369   |
| 302041:6147 | 08/30/17 15:44:00 | 65   | HLT_DiPFJetAve140_v8  | 0.000011461    | 0.000011215   |
| 302042:6147 | 08/30/17 16:12:11 | 516  | HLT_DiPFJetAve140_v8  | 0.000081400    | 0.000079686   |
| 302043:6147 | 08/30/17 19:35:17 | 228  | HLT_DiPFJetAve140_v8  | 0.000033927    | 0.000033257   |
| 302131:6152 | 08/31/17 12:32:49 | 873  | HLT_DiPFJetAve140_v8  | 0.000144552    | 0.000141427   |
| 302159:6155 | 09/01/17 00:37:45 | 108  | HLT_DiPFJetAve140_v8  | 0.000015733    | 0.000014886   |
| 302163:6156 | 09/01/17 03:33:23 | 1189 | HLT_DiPFJetAve140_v8  | 0.000186797    | 0.000180546   |
| 302165:6156 | 09/01/17 11:25:29 | 80   | HLT_DiPFJetAve140_v8  | 0.000010492    | 0.000009985   |
| 302166:6156 | 09/01/17 11:58:48 | 16   | HLT_DiPFJetAve140_v8  | 0.000002237    | 0.000002201   |
| 302225:6158 | 09/01/17 18:41:42 | 868  | HLT_DiPFJetAve140_v8  | 0.000131574    | 0.000128706   |
| 302228:6159 | 09/02/17 03:31:11 | 234  | HLT_DiPFJetAve140_v8  | 0.000036262    | 0.000034905   |
| 302229:6159 | 09/02/17 05:05:33 | 457  | HLT_DiPFJetAve140_v8  | 0.000064085    | 0.000062566   |
| 302240:6160 | 09/02/17 10:53:49 | 960  | HLT_DiPFJetAve140_v8  | 0.000151930    | 0.000148750   |
| 302262:6161 | 09/03/17 03:32:01 | 428  | HLT_DiPFJetAve140_v8  | 0.000061481    | 0.000059220   |
| 302263:6161 | 09/03/17 06:21:33 | 1250 | HLT_DiPFJetAve140_v8  | 0.000202272    | 0.000198098   |
| 302277:6165 | 09/03/17 22:44:53 | 372  | HLT_DiPFJetAve140_v8  | 0.000051264    | 0.000049779   |
| 302279:6165 | 09/04/17 07:35:57 | 70   | HLT_DiPFJetAve140_v8  | 0.000015405    | 0.000014340   |
| 302280:6165 | 09/04/17 08:06:51 | 152  | HLT_DiPFJetAve140_v8  | 0.000038815    | 0.000038216   |
| 302322:6167 | 09/04/17 17:43:03 | 838  | HLT_DiPFJetAve140_v8  | 0.000138579    | 0.000135293   |
| 302328:6168 | 09/05/17 01:49:04 | 681  | HLT_DiPFJetAve140_v8  | 0.000102973    | 0.000100097   |
| 302337:6169 | 09/05/17 09:16:54 | 127  | HLT_DiPFJetAve140_v8  | 0.000016376    | 0.000015179   |
| 302342:6169 | 09/05/17 10:22:40 | 54   | HLT_DiPFJetAve140_v8  | 0.000008488    | 0.000006420   |
| 302343:6169 | 09/05/17 10:52:16 | 97   | HLT_DiPFJetAve140_v8  | 0.000014696    | 0.000014184   |
| 302344:6169 | 09/05/17 11:33:14 | 480  | HLT_DiPFJetAve140_v8  | 0.000065260    | 0.000063702   |
| 302350:6169 | 09/05/17 15:02:18 | 136  | HLT_DiPFJetAve140_v8  | 0.000024280    | 0.000023903   |
| 302388:6170 | 09/05/17 18:47:02 | 685  | HLT_DiPFJetAve140_v8  | 0.000093152    | 0.000090149   |
| 302392:6171 | 09/06/17 01:57:37 | 355  | HLT_DiPFJetAve140_v8  | 0.000052733    | 0.000049941   |
| 302393:6171 | 09/06/17 04:19:09 | 887  | HLT_DiPFJetAve140_v8  | 0.000124497    | 0.000121911   |
| 302448:6174 | 09/06/17 20:48:45 | 1898 | HLT_DiPFJetAve140_v8  | 0.000289461    | 0.000282687   |
| 302472:6175 | 09/07/17 11:26:58 | 781  | HLT_DiPFJetAve140_v8  | 0.000107366    | 0.000103166   |
| 302473:6175 | 09/07/17 16:32:57 | 368  | HLT_DiPFJetAve140_v8  | 0.000057435    | 0.000055910   |
| 302474:6175 | 09/07/17 19:17:17 | 305  | HLT_DiPFJetAve140_v8  | 0.000042157    | 0.000040197   |
| 302475:6175 | 09/07/17 21:17:58 | 2    | HLT_DiPFJetAve140_v8  | 0.000000788    | 0.000000277   |
| 302476:6175 | 09/07/17 21:22:33 | 259  | HLT_DiPFJetAve140_v8  | 0.000044184    | 0.000043119   |
| 302479:6176 | 09/08/17 01:19:43 | 309  | HLT_DiPFJetAve140_v8  | 0.000046392    | 0.000044304   |
| 302484:6177 | 09/08/17 06:07:18 | 169  | HLT_DiPFJetAve140_v8  | 0.000025310    | 0.000023700   |
| 302485:6177 | 09/08/17 07:17:25 | 922  | HLT_DiPFJetAve140_v8  | 0.000135086    | 0.000130548   |
| 302492:6177 | 09/08/17 13:49:02 | 44   | HLT_DiPFJetAve140_v8  | 0.000006460    | 0.000006285   |
| 302493:6177 | 09/08/17 14:09:59 | 2    | HLT_DiPFJetAve140_v8  | 0.000313803    | 0.000141710   |
| 302494:6177 | 09/08/17 14:13:24 | 618  | HLT_DiPFJetAve140_v8  | 0.000113296    | 0.000110779   |
| 302509:6179 | 09/08/17 23:12:14 | 20   | HLT_DiPFJetAve140_v9  | 0.000002770    | 0.000002681   |
| 302513:6180 | 09/09/17 02:18:36 | 53   | HLT_DiPFJetAve140_v9  | 0.000007113    | 0.000006561   |
| 302522:6182 | 09/09/17 07:21:36 | 12   | HLT_DiPFJetAve140_v9  | 0.000001560    | 0.000000339   |
| 302523:6182 | 09/09/17 07:29:07 | 54   | HLT_DiPFJetAve140_v9  | 0.000008422    | 0.000007166   |
| 302525:6182 | 09/09/17 07:58:46 | 702  | HLT_DiPFJetAve140_v9  | 0.000096964    | 0.000093396   |
| 302526:6182 | 09/09/17 13:00:58 | 582  | HLT_DiPFJetAve140_v9  | 0.000083780    | 0.000081764   |
| 302548:6185 | 09/10/17 01:59:07 | 81   | HLT_DiPFJetAve140_v9  | 0.000011430    | 0.000010242   |
| 302551:6185 | 09/10/17 02:41:42 | 6    | HLT_DiPFJetAve140_v9  | 0.000002633    | 0.000000208   |
| 302553:6185 | 09/10/17 02:50:55 | 187  | HLT_DiPFJetAve140_v9  | 0.000025906    | 0.000024691   |
| 302554:6185 | 09/10/17 04:05:18 | 3    | HLT_DiPFJetAve140_v9  | 0.000001191    | 0.000000183   |
| 302555:6185 | 09/10/17 04:09:27 | 11   | HLT_DiPFJetAve140_v9  | 0.000001451    | 0.000001273   |
| 302563:6186 | 09/10/17 07:12:18 | 7    | HLT_DiPFJetAve140_v9  | 0.000000807    | 0.000000172   |
| 302565:6186 | 09/10/17 07:21:03 | 3    | HLT_DiPFJetAve140_v9  | 0.000001395    | 0.000000299   |
| 302572:6186 | 09/10/17 08:51:54 | 281  | HLT_DiPFJetAve140_v9  | 0.000037182    | 0.000035844   |
| 302573:6186 | 09/10/17 10:44:44 | 1249 | HLT_DiPFJetAve140_v9  | 0.000189606    | 0.000185305   |
| 302596:6189 | 09/11/17 03:28:46 | 920  | HLT_DiPFJetAve140_v9  | 0.000134389    | 0.000129991   |
| 302597:6189 | 09/11/17 09:35:10 | 1054 | HLT_DiPFJetAve140_v9  | 0.000168359    | 0.000165041   |
| 302634:6191 | 09/12/17 01:21:56 | 582  | HLT_DiPFJetAve140_v9  | 0.000081736    | 0.000077593   |
| 302635:6191 | 09/12/17 05:18:01 | 1252 | HLT_DiPFJetAve140_v9  | 0.000194158    | 0.000188950   |
| 302651:6192 | 09/12/17 16:37:00 | 146  | HLT_DiPFJetAve140_v9  | 0.000022185    | 0.000020024   |
| 302654:6192 | 09/12/17 17:38:00 | 317  | HLT_DiPFJetAve140_v9  | 0.000043734    | 0.000042645   |
| 302661:6193 | 09/12/17 22:27:07 | 67   | HLT_DiPFJetAve140_v9  | 0.000009439    | 0.000006310   |
| 302663:6193 | 09/12/17 23:00:30 | 706  | HLT_DiPFJetAve140_v9  | 0.000141684    | 0.000138159   |
| 303825:6239 | 09/24/17 07:38:22 | 180  | HLT_DiPFJetAve140_v9  | 0.000028317    | 0.000027779   |
| 303832:6240 | 09/24/17 11:12:03 | 1857 | HLT_DiPFJetAve140_v9  | 0.000268739    | 0.000261467   |
| 303838:6241 | 09/25/17 01:48:14 | 1963 | HLT_DiPFJetAve140_v9  | 0.000284980    | 0.000276494   |
| 303885:6243 | 09/25/17 19:09:18 | 1993 | HLT_DiPFJetAve140_v9  | 0.000278427    | 0.000268753   |
| 303948:6245 | 09/26/17 12:47:20 | 1624 | HLT_DiPFJetAve140_v9  | 0.000231043    | 0.000222453   |
| 303998:6247 | 09/27/17 07:04:50 | 262  | HLT_DiPFJetAve140_v9  | 0.000036023    | 0.000033183   |
| 303999:6247 | 09/27/17 08:51:42 | 747  | HLT_DiPFJetAve140_v9  | 0.000109190    | 0.000104955   |
| 304000:6247 | 09/27/17 13:43:21 | 56   | HLT_DiPFJetAve140_v9  | 0.000007236    | 0.000007096   |
| 304062:6252 | 09/27/17 20:37:25 | 1961 | HLT_DiPFJetAve140_v9  | 0.000294048    | 0.000284282   |
| 304119:6253 | 09/28/17 12:28:48 | 72   | HLT_DiPFJetAve140_v9  | 0.000009813    | 0.000008749   |
| 304120:6253 | 09/28/17 13:00:38 | 252  | HLT_DiPFJetAve140_v9  | 0.000036261    | 0.000033705   |
| 304125:6253 | 09/28/17 14:40:12 | 1769 | HLT_DiPFJetAve140_v9  | 0.000269252    | 0.000262589   |
| 304144:6255 | 09/29/17 05:27:56 | 2580 | HLT_DiPFJetAve140_v9  | 0.000390247    | 0.000376799   |
| 304158:6258 | 09/30/17 06:34:02 | 1922 | HLT_DiPFJetAve140_v9  | 0.000330174    | 0.000319986   |
| 304169:6259 | 09/30/17 22:12:01 | 1666 | HLT_DiPFJetAve140_v9  | 0.000340518    | 0.000330385   |
| 304170:6259 | 10/01/17 09:08:28 | 620  | HLT_DiPFJetAve140_v9  | 0.000233566    | 0.000229171   |
| 304199:6261 | 10/01/17 18:52:32 | 5    | HLT_DiPFJetAve140_v9  | 0.000000788    | 0.000000030   |
| 304200:6261 | 10/01/17 18:55:56 | 321  | HLT_DiPFJetAve140_v9  | 0.000044720    | 0.000042449   |
| 304204:6262 | 10/01/17 23:41:28 | 553  | HLT_DiPFJetAve140_v9  | 0.000075985    | 0.000071504   |
| 304209:6263 | 10/02/17 05:33:50 | 405  | HLT_DiPFJetAve140_v9  | 0.000056770    | 0.000052316   |
| 304291:6266 | 10/02/17 17:40:12 | 22   | HLT_DiPFJetAve140_v9  | 0.000002425    | 0.000001405   |
| 304292:6266 | 10/02/17 17:51:42 | 1753 | HLT_DiPFJetAve140_v9  | 0.000245587    | 0.000234337   |
| 304333:6268 | 10/03/17 11:50:16 | 1580 | HLT_DiPFJetAve140_v9  | 0.000215486    | 0.000207369   |
| 304354:6269 | 10/04/17 03:17:59 | 214  | HLT_DiPFJetAve140_v9  | 0.000024116    | 0.000022752   |
| 304366:6271 | 10/04/17 09:20:21 | 1819 | HLT_DiPFJetAve140_v9  | 0.000251628    | 0.000242806   |
| 304446:6272 | 10/05/17 00:46:48 | 55   | HLT_DiPFJetAve140_v9  | 0.000006505    | 0.000005597   |
| 304447:6272 | 10/05/17 01:17:36 | 1639 | HLT_DiPFJetAve140_v9  | 0.000256745    | 0.000246128   |
| 304451:6272 | 10/05/17 12:15:05 | 54   | HLT_DiPFJetAve140_v9  | 0.000011412    | 0.000010747   |
| 304505:6275 | 10/05/17 18:53:15 | 26   | HLT_DiPFJetAve140_v9  | 0.000003053    | 0.000002571   |
| 304506:6275 | 10/05/17 19:04:50 | 370  | HLT_DiPFJetAve140_v9  | 0.000041542    | 0.000039845   |
| 304507:6275 | 10/05/17 21:32:15 | 235  | HLT_DiPFJetAve140_v9  | 0.000030206    | 0.000022063   |
| 304508:6275 | 10/05/17 23:07:03 | 1324 | HLT_DiPFJetAve140_v9  | 0.000194649    | 0.000189811   |
| 304562:6276 | 10/06/17 12:30:33 | 794  | HLT_DiPFJetAve140_v9  | 0.000159556    | 0.000148036   |
| 304616:6278 | 10/06/17 22:15:30 | 942  | HLT_DiPFJetAve140_v9  | 0.000126973    | 0.000120415   |
| 304625:6279 | 10/07/17 07:35:53 | 462  | HLT_DiPFJetAve140_v9  | 0.000055628    | 0.000049005   |
| 304626:6279 | 10/07/17 10:38:44 | 8    | HLT_DiPFJetAve140_v9  | 0.000001055    | 0.000000965   |
| 304654:6283 | 10/08/17 01:25:39 | 645  | HLT_DiPFJetAve140_v9  | 0.000080082    | 0.000066517   |
| 304655:6283 | 10/08/17 05:39:51 | 1194 | HLT_DiPFJetAve140_v9  | 0.000177747    | 0.000171481   |
| 304661:6284 | 10/08/17 15:49:49 | 142  | HLT_DiPFJetAve140_v9  | 0.000016352    | 0.000015388   |
| 304662:6284 | 10/08/17 17:02:49 | 147  | HLT_DiPFJetAve140_v9  | 0.000016820    | 0.000015388   |
| 304663:6284 | 10/08/17 18:03:25 | 689  | HLT_DiPFJetAve140_v9  | 0.000100639    | 0.000096230   |
| 304671:6285 | 10/09/17 00:42:58 | 1139 | HLT_DiPFJetAve140_v9  | 0.000153930    | 0.000146139   |
| 304672:6285 | 10/09/17 08:09:10 | 60   | HLT_DiPFJetAve140_v9  | 0.000008302    | 0.000008112   |
| 304737:6287 | 10/09/17 19:53:10 | 75   | HLT_DiPFJetAve140_v9  | 0.000009013    | 0.000008374   |
| 304738:6287 | 10/09/17 20:24:42 | 1677 | HLT_DiPFJetAve140_v9  | 0.000244694    | 0.000235549   |
| 304739:6287 | 10/10/17 07:20:18 | 11   | HLT_DiPFJetAve140_v9  | 0.000002507    | 0.000002248   |
| 304740:6287 | 10/10/17 07:25:27 | 278  | HLT_DiPFJetAve140_v9  | 0.000059143    | 0.000057757   |
| 304776:6288 | 10/10/17 12:08:18 | 41   | HLT_DiPFJetAve140_v9  | 0.000004712    | 0.000003125   |
| 304777:6288 | 10/10/17 12:27:41 | 497  | HLT_DiPFJetAve140_v9  | 0.000058603    | 0.000055801   |
| 304778:6288 | 10/10/17 15:47:07 | 1297 | HLT_DiPFJetAve140_v9  | 0.000188918    | 0.000183834   |
| 304797:6291 | 10/11/17 07:04:09 | 2910 | HLT_DiPFJetAve140_v9  | 0.000435474    | 0.000422021   |
| 305044:6297 | 10/13/17 21:00:45 | 218  | HLT_DiPFJetAve140_v9  | 0.000028298    | 0.000026555   |
| 305045:6297 | 10/13/17 23:11:07 | 873  | HLT_DiPFJetAve140_v9  | 0.000165363    | 0.000158307   |
| 305046:6297 | 10/14/17 04:51:45 | 683  | HLT_DiPFJetAve140_v9  | 0.000136492    | 0.000132960   |
| 305059:6298 | 10/14/17 11:45:00 | 510  | HLT_DiPFJetAve140_v9  | 0.000057752    | 0.000052731   |
| 305062:6298 | 10/14/17 15:13:17 | 5    | HLT_DiPFJetAve140_v9  | 0.000001123    | 0.000000870   |
| 305063:6298 | 10/14/17 15:18:15 | 35   | HLT_DiPFJetAve140_v9  | 0.000004012    | 0.000003301   |
| 305064:6298 | 10/14/17 15:34:27 | 2045 | HLT_DiPFJetAve140_v9  | 0.000306438    | 0.000298286   |
| 305081:6300 | 10/15/17 09:05:35 | 1056 | HLT_DiPFJetAve140_v9  | 0.000147832    | 0.000139617   |
| 305112:6303 | 10/15/17 23:07:00 | 1455 | HLT_DiPFJetAve140_v9  | 0.000210099    | 0.000201102   |
| 305113:6303 | 10/16/17 08:40:46 | 59   | HLT_DiPFJetAve140_v9  | 0.000007602    | 0.000007287   |
| 305114:6303 | 10/16/17 09:05:22 | 526  | HLT_DiPFJetAve140_v9  | 0.000079305    | 0.000077375   |
| 305178:6304 | 10/16/17 17:19:50 | 53   | HLT_DiPFJetAve140_v9  | 0.000006155    | 0.000005727   |
| 305179:6304 | 10/16/17 17:41:42 | 17   | HLT_DiPFJetAve140_v9  | 0.000001975    | 0.000001285   |
| 305180:6304 | 10/16/17 17:50:42 | 5    | HLT_DiPFJetAve140_v9  | 0.000001153    | 0.000000370   |
| 305181:6304 | 10/16/17 17:55:03 | 7    | HLT_DiPFJetAve140_v9  | 0.000001644    | 0.000000390   |
| 305182:6304 | 10/16/17 18:00:34 | 5    | HLT_DiPFJetAve140_v9  | 0.000001159    | 0.000000634   |
| 305183:6304 | 10/16/17 18:04:56 | 232  | HLT_DiPFJetAve140_v9  | 0.000026887    | 0.000025773   |
| 305184:6304 | 10/16/17 19:50:14 | 8    | HLT_DiPFJetAve140_v9  | 0.000001831    | 0.000000069   |
| 305186:6304 | 10/16/17 19:58:49 | 415  | HLT_DiPFJetAve140_v9  | 0.000054635    | 0.000052253   |
| 305188:6304 | 10/16/17 23:07:05 | 1002 | HLT_DiPFJetAve140_v9  | 0.000382266    | 0.000370734   |
| 305202:6305 | 10/17/17 08:18:29 | 648  | HLT_DiPFJetAve140_v9  | 0.000078149    | 0.000073504   |
| 305204:6305 | 10/17/17 13:20:31 | 1229 | HLT_DiPFJetAve140_v9  | 0.000178270    | 0.000172817   |
| 305207:6306 | 10/17/17 23:34:03 | 1026 | HLT_DiPFJetAve140_v9  | 0.000127742    | 0.000122562   |
| 305208:6306 | 10/18/17 06:15:41 | 372  | HLT_DiPFJetAve140_v9  | 0.000057736    | 0.000055371   |
| 305234:6307 | 10/18/17 11:00:15 | 46   | HLT_DiPFJetAve140_v9  | 0.000006369    | 0.000004964   |
| 305236:6307 | 10/18/17 11:28:42 | 23   | HLT_DiPFJetAve140_v9  | 0.000003334    | 0.000002703   |
| 305237:6307 | 10/18/17 11:42:18 | 1146 | HLT_DiPFJetAve140_v9  | 0.000171054    | 0.000163468   |
| 305247:6308 | 10/18/17 23:58:28 | 375  | HLT_DiPFJetAve140_v9  | 0.000054445    | 0.000051002   |
| 305248:6308 | 10/19/17 02:26:29 | 952  | HLT_DiPFJetAve140_v9  | 0.000137979    | 0.000130985   |
| 305252:6308 | 10/19/17 09:09:00 | 548  | HLT_DiPFJetAve140_v9  | 0.000079806    | 0.000077979   |
| 305282:6309 | 10/19/17 15:28:19 | 133  | HLT_DiPFJetAve140_v9  | 0.000018988    | 0.000018144   |
| 305310:6311 | 10/19/17 20:28:01 | 389  | HLT_DiPFJetAve140_v9  | 0.000056325    | 0.000052990   |
| 305311:6311 | 10/19/17 23:03:23 | 153  | HLT_DiPFJetAve140_v9  | 0.000021150    | 0.000019744   |
| 305312:6311 | 10/20/17 00:05:08 | 227  | HLT_DiPFJetAve140_v9  | 0.000032177    | 0.000030293   |
| 305313:6311 | 10/20/17 01:35:47 | 739  | HLT_DiPFJetAve140_v9  | 0.000107069    | 0.000102214   |
| 305314:6311 | 10/20/17 06:25:45 | 404  | HLT_DiPFJetAve140_v9  | 0.000064390    | 0.000062721   |
| 305336:6312 | 10/20/17 12:11:09 | 206  | HLT_DiPFJetAve140_v9  | 0.000023699    | 0.000022068   |
| 305338:6312 | 10/20/17 13:32:38 | 103  | HLT_DiPFJetAve140_v9  | 0.000011783    | 0.000011037   |
| 305341:6312 | 10/20/17 14:14:05 | 500  | HLT_DiPFJetAve140_v9  | 0.000061375    | 0.000058374   |
| 305349:6312 | 10/20/17 17:29:36 | 30   | HLT_DiPFJetAve140_v9  | 0.000003579    | 0.000001680   |
| 305350:6312 | 10/20/17 17:43:01 | 15   | HLT_DiPFJetAve140_v9  | 0.000002185    | 0.000002054   |
| 305351:6312 | 10/20/17 17:51:38 | 868  | HLT_DiPFJetAve140_v9  | 0.000132567    | 0.000128050   |
| 305358:6313 | 10/21/17 02:01:05 | 158  | HLT_DiPFJetAve140_v9  | 0.000018397    | 0.000016531   |
| 305364:6314 | 10/21/17 05:43:21 | 94   | HLT_DiPFJetAve140_v9  | 0.000010834    | 0.000010138   |
| 305365:6314 | 10/21/17 06:21:12 | 825  | HLT_DiPFJetAve140_v9  | 0.000101919    | 0.000096903   |
| 305366:6314 | 10/21/17 11:46:55 | 1239 | HLT_DiPFJetAve140_v9  | 0.000199032    | 0.000193342   |
| 305376:6315 | 10/22/17 00:11:09 | 98   | HLT_DiPFJetAve140_v9  | 0.000011407    | 0.000010890   |
| 305377:6315 | 10/22/17 01:10:10 | 1514 | HLT_DiPFJetAve140_v9  | 0.000219985    | 0.000210794   |
| 305405:6317 | 10/22/17 18:15:49 | 494  | HLT_DiPFJetAve140_v9  | 0.000109588    | 0.000103142   |
| 305406:6317 | 10/22/17 21:45:00 | 1458 | HLT_DiPFJetAve140_v9  | 0.000230167    | 0.000221899   |
